scale : 2 	 n_feats : 64 	 n_RG : 10 	 n_RCAB : 20 
279000-count 	 lr : 0.000050 	 RGB_PSNR : 35.963490 	 Y_PSNR : 38.152946 
280000-count 	 lr : 0.000050 	 RGB_PSNR : 35.949169 	 Y_PSNR : 38.157410 
281000-count 	 lr : 0.000050 	 RGB_PSNR : 35.995311 	 Y_PSNR : 38.188303 
282000-count 	 lr : 0.000050 	 RGB_PSNR : 35.993190 	 Y_PSNR : 38.191108 
283000-count 	 lr : 0.000050 	 RGB_PSNR : 35.991536 	 Y_PSNR : 38.186960 
284000-count 	 lr : 0.000050 	 RGB_PSNR : 35.984075 	 Y_PSNR : 38.177645 
285000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981137 	 Y_PSNR : 38.175447 
286000-count 	 lr : 0.000050 	 RGB_PSNR : 35.975413 	 Y_PSNR : 38.166802 
287000-count 	 lr : 0.000050 	 RGB_PSNR : 35.973449 	 Y_PSNR : 38.167421 
288000-count 	 lr : 0.000050 	 RGB_PSNR : 35.971484 	 Y_PSNR : 38.168312 
289000-count 	 lr : 0.000050 	 RGB_PSNR : 35.964310 	 Y_PSNR : 38.157282 
290000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981761 	 Y_PSNR : 38.180484 
291000-count 	 lr : 0.000050 	 RGB_PSNR : 35.988964 	 Y_PSNR : 38.187456 
292000-count 	 lr : 0.000050 	 RGB_PSNR : 35.982942 	 Y_PSNR : 38.179930 
293000-count 	 lr : 0.000050 	 RGB_PSNR : 35.994548 	 Y_PSNR : 38.190845 
294000-count 	 lr : 0.000050 	 RGB_PSNR : 35.987514 	 Y_PSNR : 38.189481 
295000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981365 	 Y_PSNR : 38.176362 
296000-count 	 lr : 0.000050 	 RGB_PSNR : 35.982404 	 Y_PSNR : 38.178620 
297000-count 	 lr : 0.000050 	 RGB_PSNR : 35.973243 	 Y_PSNR : 38.165870 
298000-count 	 lr : 0.000050 	 RGB_PSNR : 35.971836 	 Y_PSNR : 38.170199 
299000-count 	 lr : 0.000050 	 RGB_PSNR : 35.941160 	 Y_PSNR : 38.128402 
300000-count 	 lr : 0.000050 	 RGB_PSNR : 36.002341 	 Y_PSNR : 38.201058 
301000-count 	 lr : 0.000050 	 RGB_PSNR : 35.995311 	 Y_PSNR : 38.192161 
302000-count 	 lr : 0.000050 	 RGB_PSNR : 35.993977 	 Y_PSNR : 38.188189 
303000-count 	 lr : 0.000050 	 RGB_PSNR : 35.955438 	 Y_PSNR : 38.147344 
304000-count 	 lr : 0.000050 	 RGB_PSNR : 35.965618 	 Y_PSNR : 38.154160 
305000-count 	 lr : 0.000050 	 RGB_PSNR : 35.966330 	 Y_PSNR : 38.155021 
306000-count 	 lr : 0.000050 	 RGB_PSNR : 36.002212 	 Y_PSNR : 38.201716 
307000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989362 	 Y_PSNR : 38.187553 
308000-count 	 lr : 0.000050 	 RGB_PSNR : 35.992864 	 Y_PSNR : 38.188334 
309000-count 	 lr : 0.000050 	 RGB_PSNR : 35.982742 	 Y_PSNR : 38.179324 
310000-count 	 lr : 0.000050 	 RGB_PSNR : 35.990426 	 Y_PSNR : 38.188161 
311000-count 	 lr : 0.000050 	 RGB_PSNR : 35.994714 	 Y_PSNR : 38.190511 
312000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981855 	 Y_PSNR : 38.200456 
313000-count 	 lr : 0.000050 	 RGB_PSNR : 36.000336 	 Y_PSNR : 38.198339 
314000-count 	 lr : 0.000050 	 RGB_PSNR : 35.996509 	 Y_PSNR : 38.192440 
315000-count 	 lr : 0.000050 	 RGB_PSNR : 35.983261 	 Y_PSNR : 38.179368 
316000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989679 	 Y_PSNR : 38.183326 
317000-count 	 lr : 0.000050 	 RGB_PSNR : 35.977616 	 Y_PSNR : 38.181195 
318000-count 	 lr : 0.000050 	 RGB_PSNR : 35.960594 	 Y_PSNR : 38.154005 
319000-count 	 lr : 0.000050 	 RGB_PSNR : 35.980490 	 Y_PSNR : 38.178521 
320000-count 	 lr : 0.000050 	 RGB_PSNR : 35.988958 	 Y_PSNR : 38.183476 
321000-count 	 lr : 0.000050 	 RGB_PSNR : 35.983167 	 Y_PSNR : 38.172081 
322000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989497 	 Y_PSNR : 38.184710 
323000-count 	 lr : 0.000050 	 RGB_PSNR : 35.967416 	 Y_PSNR : 38.155282 
324000-count 	 lr : 0.000050 	 RGB_PSNR : 35.984410 	 Y_PSNR : 38.180747 
325000-count 	 lr : 0.000050 	 RGB_PSNR : 35.998542 	 Y_PSNR : 38.194025 
326000-count 	 lr : 0.000050 	 RGB_PSNR : 35.988819 	 Y_PSNR : 38.186531 
327000-count 	 lr : 0.000050 	 RGB_PSNR : 35.984156 	 Y_PSNR : 38.179746 
328000-count 	 lr : 0.000050 	 RGB_PSNR : 35.973139 	 Y_PSNR : 38.166349 
329000-count 	 lr : 0.000050 	 RGB_PSNR : 35.986789 	 Y_PSNR : 38.186202 
330000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981510 	 Y_PSNR : 38.175463 
331000-count 	 lr : 0.000050 	 RGB_PSNR : 35.975272 	 Y_PSNR : 38.169314 
332000-count 	 lr : 0.000050 	 RGB_PSNR : 35.971646 	 Y_PSNR : 38.164948 
333000-count 	 lr : 0.000050 	 RGB_PSNR : 35.997323 	 Y_PSNR : 38.195643 
334000-count 	 lr : 0.000050 	 RGB_PSNR : 35.985647 	 Y_PSNR : 38.180808 
335000-count 	 lr : 0.000050 	 RGB_PSNR : 35.991429 	 Y_PSNR : 38.182848 
336000-count 	 lr : 0.000050 	 RGB_PSNR : 36.001720 	 Y_PSNR : 38.200269 
337000-count 	 lr : 0.000050 	 RGB_PSNR : 35.986162 	 Y_PSNR : 38.182575 
338000-count 	 lr : 0.000050 	 RGB_PSNR : 35.998841 	 Y_PSNR : 38.194547 
339000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981842 	 Y_PSNR : 38.179083 
340000-count 	 lr : 0.000050 	 RGB_PSNR : 35.999550 	 Y_PSNR : 38.197519 
341000-count 	 lr : 0.000050 	 RGB_PSNR : 36.009067 	 Y_PSNR : 38.204855 
342000-count 	 lr : 0.000050 	 RGB_PSNR : 35.999201 	 Y_PSNR : 38.193231 
343000-count 	 lr : 0.000050 	 RGB_PSNR : 35.998435 	 Y_PSNR : 38.194133 
344000-count 	 lr : 0.000050 	 RGB_PSNR : 35.994077 	 Y_PSNR : 38.186323 
345000-count 	 lr : 0.000050 	 RGB_PSNR : 36.001248 	 Y_PSNR : 38.199821 
346000-count 	 lr : 0.000050 	 RGB_PSNR : 35.978955 	 Y_PSNR : 38.169422 
347000-count 	 lr : 0.000050 	 RGB_PSNR : 35.985870 	 Y_PSNR : 38.180438 
348000-count 	 lr : 0.000050 	 RGB_PSNR : 35.983924 	 Y_PSNR : 38.178907 
349000-count 	 lr : 0.000050 	 RGB_PSNR : 35.994586 	 Y_PSNR : 38.188144 
350000-count 	 lr : 0.000050 	 RGB_PSNR : 35.975403 	 Y_PSNR : 38.171863 
351000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981870 	 Y_PSNR : 38.179863 
352000-count 	 lr : 0.000050 	 RGB_PSNR : 35.994462 	 Y_PSNR : 38.186881 
353000-count 	 lr : 0.000050 	 RGB_PSNR : 35.980790 	 Y_PSNR : 38.176532 
354000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981749 	 Y_PSNR : 38.177784 
355000-count 	 lr : 0.000050 	 RGB_PSNR : 36.003164 	 Y_PSNR : 38.198131 
356000-count 	 lr : 0.000050 	 RGB_PSNR : 35.954581 	 Y_PSNR : 38.140712 
357000-count 	 lr : 0.000050 	 RGB_PSNR : 35.943191 	 Y_PSNR : 38.135108 
358000-count 	 lr : 0.000050 	 RGB_PSNR : 35.980394 	 Y_PSNR : 38.178646 
359000-count 	 lr : 0.000050 	 RGB_PSNR : 35.961986 	 Y_PSNR : 38.148897 
360000-count 	 lr : 0.000050 	 RGB_PSNR : 35.992913 	 Y_PSNR : 38.186348 
361000-count 	 lr : 0.000050 	 RGB_PSNR : 35.964359 	 Y_PSNR : 38.150506 
362000-count 	 lr : 0.000050 	 RGB_PSNR : 35.979281 	 Y_PSNR : 38.177891 
363000-count 	 lr : 0.000050 	 RGB_PSNR : 36.005107 	 Y_PSNR : 38.198689 
364000-count 	 lr : 0.000050 	 RGB_PSNR : 36.000868 	 Y_PSNR : 38.195581 
365000-count 	 lr : 0.000050 	 RGB_PSNR : 35.988101 	 Y_PSNR : 38.180152 
366000-count 	 lr : 0.000050 	 RGB_PSNR : 35.987915 	 Y_PSNR : 38.171829 
367000-count 	 lr : 0.000050 	 RGB_PSNR : 35.983842 	 Y_PSNR : 38.172860 
368000-count 	 lr : 0.000050 	 RGB_PSNR : 35.992502 	 Y_PSNR : 38.185253 
369000-count 	 lr : 0.000050 	 RGB_PSNR : 35.969399 	 Y_PSNR : 38.160951 
370000-count 	 lr : 0.000050 	 RGB_PSNR : 35.992060 	 Y_PSNR : 38.185672 
371000-count 	 lr : 0.000050 	 RGB_PSNR : 35.980638 	 Y_PSNR : 38.171033 
372000-count 	 lr : 0.000050 	 RGB_PSNR : 35.977786 	 Y_PSNR : 38.162824 
373000-count 	 lr : 0.000050 	 RGB_PSNR : 35.986528 	 Y_PSNR : 38.181235 
374000-count 	 lr : 0.000050 	 RGB_PSNR : 35.953147 	 Y_PSNR : 38.142208 
375000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989764 	 Y_PSNR : 38.185609 
376000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989442 	 Y_PSNR : 38.179868 
377000-count 	 lr : 0.000050 	 RGB_PSNR : 36.000680 	 Y_PSNR : 38.196069 
378000-count 	 lr : 0.000050 	 RGB_PSNR : 35.999863 	 Y_PSNR : 38.198843 
379000-count 	 lr : 0.000050 	 RGB_PSNR : 35.992059 	 Y_PSNR : 38.189216 
380000-count 	 lr : 0.000050 	 RGB_PSNR : 36.007905 	 Y_PSNR : 38.207260 
381000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989130 	 Y_PSNR : 38.180205 
382000-count 	 lr : 0.000050 	 RGB_PSNR : 35.967919 	 Y_PSNR : 38.164539 
383000-count 	 lr : 0.000050 	 RGB_PSNR : 35.971568 	 Y_PSNR : 38.164405 
384000-count 	 lr : 0.000050 	 RGB_PSNR : 35.985610 	 Y_PSNR : 38.178533 
385000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989953 	 Y_PSNR : 38.178366 
386000-count 	 lr : 0.000050 	 RGB_PSNR : 35.988780 	 Y_PSNR : 38.180248 
387000-count 	 lr : 0.000050 	 RGB_PSNR : 36.014401 	 Y_PSNR : 38.209947 
388000-count 	 lr : 0.000050 	 RGB_PSNR : 35.998429 	 Y_PSNR : 38.192049 
389000-count 	 lr : 0.000050 	 RGB_PSNR : 35.996464 	 Y_PSNR : 38.192720 
390000-count 	 lr : 0.000050 	 RGB_PSNR : 35.989981 	 Y_PSNR : 38.185444 
391000-count 	 lr : 0.000050 	 RGB_PSNR : 36.000378 	 Y_PSNR : 38.196016 
392000-count 	 lr : 0.000050 	 RGB_PSNR : 35.992843 	 Y_PSNR : 38.184817 
393000-count 	 lr : 0.000050 	 RGB_PSNR : 36.012979 	 Y_PSNR : 38.210919 
394000-count 	 lr : 0.000050 	 RGB_PSNR : 36.003645 	 Y_PSNR : 38.194848 
395000-count 	 lr : 0.000050 	 RGB_PSNR : 35.981828 	 Y_PSNR : 38.168902 
396000-count 	 lr : 0.000050 	 RGB_PSNR : 35.978511 	 Y_PSNR : 38.167002 
397000-count 	 lr : 0.000050 	 RGB_PSNR : 35.998472 	 Y_PSNR : 38.192037 
398000-count 	 lr : 0.000050 	 RGB_PSNR : 35.982287 	 Y_PSNR : 38.168119 
399000-count 	 lr : 0.000050 	 RGB_PSNR : 36.011390 	 Y_PSNR : 38.208377 
400000-count 	 lr : 0.000025 	 RGB_PSNR : 35.997397 	 Y_PSNR : 38.187869 
401000-count 	 lr : 0.000025 	 RGB_PSNR : 36.012750 	 Y_PSNR : 38.207398 
402000-count 	 lr : 0.000025 	 RGB_PSNR : 36.011190 	 Y_PSNR : 38.210959 
403000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021763 	 Y_PSNR : 38.220326 
404000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019199 	 Y_PSNR : 38.216609 
405000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031559 	 Y_PSNR : 38.231380 
406000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019443 	 Y_PSNR : 38.215976 
407000-count 	 lr : 0.000025 	 RGB_PSNR : 36.002256 	 Y_PSNR : 38.197069 
408000-count 	 lr : 0.000025 	 RGB_PSNR : 36.013427 	 Y_PSNR : 38.206855 
409000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017983 	 Y_PSNR : 38.214303 
410000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022190 	 Y_PSNR : 38.219223 
411000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031313 	 Y_PSNR : 38.226889 
412000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019291 	 Y_PSNR : 38.212826 
413000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017668 	 Y_PSNR : 38.214695 
414000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017380 	 Y_PSNR : 38.212396 
415000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026488 	 Y_PSNR : 38.225246 
416000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022863 	 Y_PSNR : 38.217949 
417000-count 	 lr : 0.000025 	 RGB_PSNR : 35.999724 	 Y_PSNR : 38.189469 
418000-count 	 lr : 0.000025 	 RGB_PSNR : 36.006270 	 Y_PSNR : 38.196968 
419000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021709 	 Y_PSNR : 38.217353 
420000-count 	 lr : 0.000025 	 RGB_PSNR : 36.027553 	 Y_PSNR : 38.223052 
421000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014132 	 Y_PSNR : 38.207072 
422000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024153 	 Y_PSNR : 38.218598 
423000-count 	 lr : 0.000025 	 RGB_PSNR : 36.028980 	 Y_PSNR : 38.223447 
424000-count 	 lr : 0.000025 	 RGB_PSNR : 36.020626 	 Y_PSNR : 38.214741 
425000-count 	 lr : 0.000025 	 RGB_PSNR : 36.043503 	 Y_PSNR : 38.241432 
426000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016389 	 Y_PSNR : 38.209160 
427000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019651 	 Y_PSNR : 38.215310 
428000-count 	 lr : 0.000025 	 RGB_PSNR : 36.010657 	 Y_PSNR : 38.202973 
429000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014306 	 Y_PSNR : 38.206634 
430000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026496 	 Y_PSNR : 38.220514 
431000-count 	 lr : 0.000025 	 RGB_PSNR : 36.018205 	 Y_PSNR : 38.211129 
432000-count 	 lr : 0.000025 	 RGB_PSNR : 36.030494 	 Y_PSNR : 38.224458 
433000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031385 	 Y_PSNR : 38.225265 
434000-count 	 lr : 0.000025 	 RGB_PSNR : 36.029635 	 Y_PSNR : 38.224981 
435000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017208 	 Y_PSNR : 38.207355 
436000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017515 	 Y_PSNR : 38.211764 
437000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031694 	 Y_PSNR : 38.228712 
438000-count 	 lr : 0.000025 	 RGB_PSNR : 36.030159 	 Y_PSNR : 38.228144 
439000-count 	 lr : 0.000025 	 RGB_PSNR : 36.033473 	 Y_PSNR : 38.232091 
440000-count 	 lr : 0.000025 	 RGB_PSNR : 36.027068 	 Y_PSNR : 38.223306 
441000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026936 	 Y_PSNR : 38.223702 
442000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031097 	 Y_PSNR : 38.228815 
443000-count 	 lr : 0.000025 	 RGB_PSNR : 36.013114 	 Y_PSNR : 38.206703 
444000-count 	 lr : 0.000025 	 RGB_PSNR : 36.037256 	 Y_PSNR : 38.236296 
445000-count 	 lr : 0.000025 	 RGB_PSNR : 36.043213 	 Y_PSNR : 38.241370 
446000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019159 	 Y_PSNR : 38.212438 
447000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025475 	 Y_PSNR : 38.219462 
448000-count 	 lr : 0.000025 	 RGB_PSNR : 36.012749 	 Y_PSNR : 38.205295 
449000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021974 	 Y_PSNR : 38.214575 
450000-count 	 lr : 0.000025 	 RGB_PSNR : 36.020393 	 Y_PSNR : 38.212139 
451000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017774 	 Y_PSNR : 38.214775 
452000-count 	 lr : 0.000025 	 RGB_PSNR : 36.015059 	 Y_PSNR : 38.207444 
453000-count 	 lr : 0.000025 	 RGB_PSNR : 36.028611 	 Y_PSNR : 38.223335 
454000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026463 	 Y_PSNR : 38.222517 
455000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024718 	 Y_PSNR : 38.220131 
456000-count 	 lr : 0.000025 	 RGB_PSNR : 36.032211 	 Y_PSNR : 38.229881 
457000-count 	 lr : 0.000025 	 RGB_PSNR : 36.030955 	 Y_PSNR : 38.227501 
458000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031404 	 Y_PSNR : 38.230781 
459000-count 	 lr : 0.000025 	 RGB_PSNR : 36.030574 	 Y_PSNR : 38.225453 
460000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023383 	 Y_PSNR : 38.220100 
461000-count 	 lr : 0.000025 	 RGB_PSNR : 36.010507 	 Y_PSNR : 38.206147 
462000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019283 	 Y_PSNR : 38.213873 
463000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026067 	 Y_PSNR : 38.221336 
464000-count 	 lr : 0.000025 	 RGB_PSNR : 36.037125 	 Y_PSNR : 38.234315 
465000-count 	 lr : 0.000025 	 RGB_PSNR : 36.033108 	 Y_PSNR : 38.231488 
466000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017107 	 Y_PSNR : 38.212691 
467000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019679 	 Y_PSNR : 38.215851 
468000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026090 	 Y_PSNR : 38.222569 
469000-count 	 lr : 0.000025 	 RGB_PSNR : 36.029310 	 Y_PSNR : 38.226190 
470000-count 	 lr : 0.000025 	 RGB_PSNR : 36.028532 	 Y_PSNR : 38.225053 
471000-count 	 lr : 0.000025 	 RGB_PSNR : 36.008815 	 Y_PSNR : 38.202235 
472000-count 	 lr : 0.000025 	 RGB_PSNR : 36.003791 	 Y_PSNR : 38.195346 
473000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026221 	 Y_PSNR : 38.223632 
474000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016844 	 Y_PSNR : 38.211056 
475000-count 	 lr : 0.000025 	 RGB_PSNR : 36.027389 	 Y_PSNR : 38.226828 
476000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022325 	 Y_PSNR : 38.219972 
477000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021560 	 Y_PSNR : 38.220295 
478000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019328 	 Y_PSNR : 38.215830 
479000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017865 	 Y_PSNR : 38.213308 
480000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022377 	 Y_PSNR : 38.216642 
481000-count 	 lr : 0.000025 	 RGB_PSNR : 36.009453 	 Y_PSNR : 38.199677 
482000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016509 	 Y_PSNR : 38.208168 
483000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016785 	 Y_PSNR : 38.213092 
484000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024245 	 Y_PSNR : 38.220677 
485000-count 	 lr : 0.000025 	 RGB_PSNR : 36.018676 	 Y_PSNR : 38.216605 
486000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016618 	 Y_PSNR : 38.212948 
487000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026507 	 Y_PSNR : 38.221900 
488000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024548 	 Y_PSNR : 38.222345 
489000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022086 	 Y_PSNR : 38.217649 
490000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026683 	 Y_PSNR : 38.226063 
491000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014833 	 Y_PSNR : 38.207511 
492000-count 	 lr : 0.000025 	 RGB_PSNR : 36.015738 	 Y_PSNR : 38.209933 
493000-count 	 lr : 0.000025 	 RGB_PSNR : 36.018727 	 Y_PSNR : 38.214625 
494000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025937 	 Y_PSNR : 38.221109 
495000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023504 	 Y_PSNR : 38.215874 
496000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022863 	 Y_PSNR : 38.218990 
497000-count 	 lr : 0.000025 	 RGB_PSNR : 36.040853 	 Y_PSNR : 38.238770 
498000-count 	 lr : 0.000025 	 RGB_PSNR : 36.038746 	 Y_PSNR : 38.237121 
499000-count 	 lr : 0.000025 	 RGB_PSNR : 36.037634 	 Y_PSNR : 38.236480 
500000-count 	 lr : 0.000025 	 RGB_PSNR : 36.013486 	 Y_PSNR : 38.213440 
501000-count 	 lr : 0.000025 	 RGB_PSNR : 36.032588 	 Y_PSNR : 38.229422 
502000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024800 	 Y_PSNR : 38.218222 
503000-count 	 lr : 0.000025 	 RGB_PSNR : 36.034806 	 Y_PSNR : 38.231833 
504000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021053 	 Y_PSNR : 38.216942 
505000-count 	 lr : 0.000025 	 RGB_PSNR : 36.038451 	 Y_PSNR : 38.236352 
506000-count 	 lr : 0.000025 	 RGB_PSNR : 36.038527 	 Y_PSNR : 38.233733 
507000-count 	 lr : 0.000025 	 RGB_PSNR : 36.011326 	 Y_PSNR : 38.201150 
508000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025781 	 Y_PSNR : 38.216269 
509000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023210 	 Y_PSNR : 38.215137 
510000-count 	 lr : 0.000025 	 RGB_PSNR : 36.009440 	 Y_PSNR : 38.203732 
511000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022881 	 Y_PSNR : 38.213586 
512000-count 	 lr : 0.000025 	 RGB_PSNR : 36.027680 	 Y_PSNR : 38.221168 
513000-count 	 lr : 0.000025 	 RGB_PSNR : 36.012130 	 Y_PSNR : 38.204408 
514000-count 	 lr : 0.000025 	 RGB_PSNR : 36.009625 	 Y_PSNR : 38.199549 
515000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025870 	 Y_PSNR : 38.215136 
516000-count 	 lr : 0.000025 	 RGB_PSNR : 36.029335 	 Y_PSNR : 38.221533 
517000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024978 	 Y_PSNR : 38.219580 
518000-count 	 lr : 0.000025 	 RGB_PSNR : 36.015179 	 Y_PSNR : 38.206198 
519000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025201 	 Y_PSNR : 38.221897 
520000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014147 	 Y_PSNR : 38.202813 
521000-count 	 lr : 0.000025 	 RGB_PSNR : 36.006237 	 Y_PSNR : 38.194637 
522000-count 	 lr : 0.000025 	 RGB_PSNR : 35.994990 	 Y_PSNR : 38.184008 
523000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019083 	 Y_PSNR : 38.212682 
524000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016490 	 Y_PSNR : 38.209747 
525000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014745 	 Y_PSNR : 38.207137 
526000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021938 	 Y_PSNR : 38.217060 
527000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019026 	 Y_PSNR : 38.212066 
528000-count 	 lr : 0.000025 	 RGB_PSNR : 36.033283 	 Y_PSNR : 38.229180 
529000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016815 	 Y_PSNR : 38.211146 
530000-count 	 lr : 0.000025 	 RGB_PSNR : 36.012404 	 Y_PSNR : 38.205202 
531000-count 	 lr : 0.000025 	 RGB_PSNR : 36.008213 	 Y_PSNR : 38.199663 
532000-count 	 lr : 0.000025 	 RGB_PSNR : 36.018024 	 Y_PSNR : 38.209306 
533000-count 	 lr : 0.000025 	 RGB_PSNR : 36.003141 	 Y_PSNR : 38.194807 
534000-count 	 lr : 0.000025 	 RGB_PSNR : 36.011025 	 Y_PSNR : 38.199532 
535000-count 	 lr : 0.000025 	 RGB_PSNR : 36.007300 	 Y_PSNR : 38.198405 
536000-count 	 lr : 0.000025 	 RGB_PSNR : 36.009668 	 Y_PSNR : 38.202337 
537000-count 	 lr : 0.000025 	 RGB_PSNR : 36.008662 	 Y_PSNR : 38.202047 
538000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021738 	 Y_PSNR : 38.216829 
539000-count 	 lr : 0.000025 	 RGB_PSNR : 36.007066 	 Y_PSNR : 38.198858 
540000-count 	 lr : 0.000025 	 RGB_PSNR : 36.013473 	 Y_PSNR : 38.206424 
541000-count 	 lr : 0.000025 	 RGB_PSNR : 36.026161 	 Y_PSNR : 38.220453 
542000-count 	 lr : 0.000025 	 RGB_PSNR : 36.028260 	 Y_PSNR : 38.225278 
543000-count 	 lr : 0.000025 	 RGB_PSNR : 36.012529 	 Y_PSNR : 38.203137 
544000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025999 	 Y_PSNR : 38.225874 
545000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014403 	 Y_PSNR : 38.203658 
546000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021665 	 Y_PSNR : 38.215327 
547000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031509 	 Y_PSNR : 38.224364 
548000-count 	 lr : 0.000025 	 RGB_PSNR : 36.010311 	 Y_PSNR : 38.206514 
549000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014915 	 Y_PSNR : 38.207301 
550000-count 	 lr : 0.000025 	 RGB_PSNR : 35.996972 	 Y_PSNR : 38.186684 
551000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019289 	 Y_PSNR : 38.214718 
552000-count 	 lr : 0.000025 	 RGB_PSNR : 36.020748 	 Y_PSNR : 38.214923 
553000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023691 	 Y_PSNR : 38.220379 
554000-count 	 lr : 0.000025 	 RGB_PSNR : 36.038390 	 Y_PSNR : 38.233871 
555000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025013 	 Y_PSNR : 38.222004 
556000-count 	 lr : 0.000025 	 RGB_PSNR : 36.018914 	 Y_PSNR : 38.215305 
557000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024494 	 Y_PSNR : 38.222512 
