scale : 3 	 n_feats : 64 	 n_RG : 10 	 n_RCAB : 20 
001000-count 	 lr : 0.000010 	 RGB_PSNR : 30.824130 	 Y_PSNR : 33.096472 
002000-count 	 lr : 0.000010 	 RGB_PSNR : 31.667335 	 Y_PSNR : 33.837444 
003000-count 	 lr : 0.000010 	 RGB_PSNR : 32.018261 	 Y_PSNR : 34.136307 
004000-count 	 lr : 0.000010 	 RGB_PSNR : 32.183762 	 Y_PSNR : 34.269337 
005000-count 	 lr : 0.000010 	 RGB_PSNR : 32.276709 	 Y_PSNR : 34.341018 
006000-count 	 lr : 0.000010 	 RGB_PSNR : 32.344665 	 Y_PSNR : 34.397365 
007000-count 	 lr : 0.000010 	 RGB_PSNR : 32.413425 	 Y_PSNR : 34.461195 
008000-count 	 lr : 0.000010 	 RGB_PSNR : 32.466645 	 Y_PSNR : 34.509878 
009000-count 	 lr : 0.000010 	 RGB_PSNR : 32.498726 	 Y_PSNR : 34.539354 
010000-count 	 lr : 0.000010 	 RGB_PSNR : 32.537435 	 Y_PSNR : 34.575138 
011000-count 	 lr : 0.000010 	 RGB_PSNR : 32.561275 	 Y_PSNR : 34.594866 
012000-count 	 lr : 0.000010 	 RGB_PSNR : 32.571133 	 Y_PSNR : 34.599874 
013000-count 	 lr : 0.000010 	 RGB_PSNR : 32.587885 	 Y_PSNR : 34.617345 
014000-count 	 lr : 0.000010 	 RGB_PSNR : 32.590294 	 Y_PSNR : 34.615802 
015000-count 	 lr : 0.000010 	 RGB_PSNR : 32.610480 	 Y_PSNR : 34.635735 
016000-count 	 lr : 0.000010 	 RGB_PSNR : 32.618632 	 Y_PSNR : 34.641570 
017000-count 	 lr : 0.000010 	 RGB_PSNR : 32.623076 	 Y_PSNR : 34.646084 
018000-count 	 lr : 0.000010 	 RGB_PSNR : 32.648296 	 Y_PSNR : 34.673978 
019000-count 	 lr : 0.000010 	 RGB_PSNR : 32.647120 	 Y_PSNR : 34.671600 
020000-count 	 lr : 0.000010 	 RGB_PSNR : 32.656774 	 Y_PSNR : 34.680971 
021000-count 	 lr : 0.000010 	 RGB_PSNR : 32.656827 	 Y_PSNR : 34.675839 
022000-count 	 lr : 0.000010 	 RGB_PSNR : 32.661301 	 Y_PSNR : 34.681267 
023000-count 	 lr : 0.000010 	 RGB_PSNR : 32.673418 	 Y_PSNR : 34.693155 
024000-count 	 lr : 0.000010 	 RGB_PSNR : 32.674171 	 Y_PSNR : 34.693668 
025000-count 	 lr : 0.000010 	 RGB_PSNR : 32.661227 	 Y_PSNR : 34.676726 
026000-count 	 lr : 0.000010 	 RGB_PSNR : 32.661926 	 Y_PSNR : 34.675132 
027000-count 	 lr : 0.000010 	 RGB_PSNR : 32.671495 	 Y_PSNR : 34.688327 
028000-count 	 lr : 0.000010 	 RGB_PSNR : 32.664390 	 Y_PSNR : 34.681550 
029000-count 	 lr : 0.000010 	 RGB_PSNR : 32.676481 	 Y_PSNR : 34.693392 
030000-count 	 lr : 0.000010 	 RGB_PSNR : 32.677999 	 Y_PSNR : 34.692995 
031000-count 	 lr : 0.000010 	 RGB_PSNR : 32.680000 	 Y_PSNR : 34.695095 
032000-count 	 lr : 0.000010 	 RGB_PSNR : 32.676646 	 Y_PSNR : 34.692115 
033000-count 	 lr : 0.000010 	 RGB_PSNR : 32.684225 	 Y_PSNR : 34.698140 
034000-count 	 lr : 0.000010 	 RGB_PSNR : 32.691661 	 Y_PSNR : 34.709585 
035000-count 	 lr : 0.000010 	 RGB_PSNR : 32.687855 	 Y_PSNR : 34.701602 
036000-count 	 lr : 0.000010 	 RGB_PSNR : 32.690131 	 Y_PSNR : 34.704664 
037000-count 	 lr : 0.000010 	 RGB_PSNR : 32.696452 	 Y_PSNR : 34.712810 
038000-count 	 lr : 0.000010 	 RGB_PSNR : 32.696245 	 Y_PSNR : 34.710819 
039000-count 	 lr : 0.000010 	 RGB_PSNR : 32.680901 	 Y_PSNR : 34.691098 
040000-count 	 lr : 0.000010 	 RGB_PSNR : 32.677034 	 Y_PSNR : 34.688488 
041000-count 	 lr : 0.000010 	 RGB_PSNR : 32.703542 	 Y_PSNR : 34.719973 
042000-count 	 lr : 0.000010 	 RGB_PSNR : 32.697792 	 Y_PSNR : 34.710546 
043000-count 	 lr : 0.000010 	 RGB_PSNR : 32.690502 	 Y_PSNR : 34.705665 
044000-count 	 lr : 0.000010 	 RGB_PSNR : 32.708453 	 Y_PSNR : 34.725936 
045000-count 	 lr : 0.000010 	 RGB_PSNR : 32.692870 	 Y_PSNR : 34.708075 
046000-count 	 lr : 0.000010 	 RGB_PSNR : 32.705728 	 Y_PSNR : 34.720771 
047000-count 	 lr : 0.000010 	 RGB_PSNR : 32.705298 	 Y_PSNR : 34.719437 
048000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720513 	 Y_PSNR : 34.738578 
049000-count 	 lr : 0.000010 	 RGB_PSNR : 32.705743 	 Y_PSNR : 34.718379 
050000-count 	 lr : 0.000010 	 RGB_PSNR : 32.700972 	 Y_PSNR : 34.716086 
051000-count 	 lr : 0.000010 	 RGB_PSNR : 32.715445 	 Y_PSNR : 34.731530 
052000-count 	 lr : 0.000010 	 RGB_PSNR : 32.702496 	 Y_PSNR : 34.714542 
053000-count 	 lr : 0.000010 	 RGB_PSNR : 32.707519 	 Y_PSNR : 34.721311 
054000-count 	 lr : 0.000010 	 RGB_PSNR : 32.703055 	 Y_PSNR : 34.719754 
055000-count 	 lr : 0.000010 	 RGB_PSNR : 32.714839 	 Y_PSNR : 34.730081 
056000-count 	 lr : 0.000010 	 RGB_PSNR : 32.714053 	 Y_PSNR : 34.728690 
057000-count 	 lr : 0.000010 	 RGB_PSNR : 32.726310 	 Y_PSNR : 34.741950 
058000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719990 	 Y_PSNR : 34.734014 
059000-count 	 lr : 0.000010 	 RGB_PSNR : 32.723409 	 Y_PSNR : 34.738940 
060000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719010 	 Y_PSNR : 34.732932 
061000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719393 	 Y_PSNR : 34.734939 
062000-count 	 lr : 0.000010 	 RGB_PSNR : 32.713520 	 Y_PSNR : 34.729934 
063000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719830 	 Y_PSNR : 34.737020 
064000-count 	 lr : 0.000010 	 RGB_PSNR : 32.701194 	 Y_PSNR : 34.713857 
065000-count 	 lr : 0.000010 	 RGB_PSNR : 32.707818 	 Y_PSNR : 34.722480 
066000-count 	 lr : 0.000010 	 RGB_PSNR : 32.715913 	 Y_PSNR : 34.731903 
067000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717144 	 Y_PSNR : 34.733683 
068000-count 	 lr : 0.000010 	 RGB_PSNR : 32.711467 	 Y_PSNR : 34.726918 
069000-count 	 lr : 0.000010 	 RGB_PSNR : 32.716169 	 Y_PSNR : 34.732952 
070000-count 	 lr : 0.000010 	 RGB_PSNR : 32.718738 	 Y_PSNR : 34.733732 
071000-count 	 lr : 0.000010 	 RGB_PSNR : 32.707453 	 Y_PSNR : 34.719881 
072000-count 	 lr : 0.000010 	 RGB_PSNR : 32.714035 	 Y_PSNR : 34.727055 
073000-count 	 lr : 0.000010 	 RGB_PSNR : 32.701480 	 Y_PSNR : 34.712907 
074000-count 	 lr : 0.000010 	 RGB_PSNR : 32.708786 	 Y_PSNR : 34.722399 
075000-count 	 lr : 0.000010 	 RGB_PSNR : 32.705154 	 Y_PSNR : 34.719342 
076000-count 	 lr : 0.000010 	 RGB_PSNR : 32.702003 	 Y_PSNR : 34.713447 
077000-count 	 lr : 0.000010 	 RGB_PSNR : 32.710305 	 Y_PSNR : 34.724458 
078000-count 	 lr : 0.000010 	 RGB_PSNR : 32.716946 	 Y_PSNR : 34.733540 
079000-count 	 lr : 0.000010 	 RGB_PSNR : 32.716264 	 Y_PSNR : 34.731421 
080000-count 	 lr : 0.000010 	 RGB_PSNR : 32.721755 	 Y_PSNR : 34.738831 
081000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719089 	 Y_PSNR : 34.731465 
082000-count 	 lr : 0.000010 	 RGB_PSNR : 32.718298 	 Y_PSNR : 34.730469 
083000-count 	 lr : 0.000010 	 RGB_PSNR : 32.704650 	 Y_PSNR : 34.717154 
084000-count 	 lr : 0.000010 	 RGB_PSNR : 32.710198 	 Y_PSNR : 34.721732 
085000-count 	 lr : 0.000010 	 RGB_PSNR : 32.714396 	 Y_PSNR : 34.728729 
086000-count 	 lr : 0.000010 	 RGB_PSNR : 32.709699 	 Y_PSNR : 34.720418 
087000-count 	 lr : 0.000010 	 RGB_PSNR : 32.709021 	 Y_PSNR : 34.722325 
088000-count 	 lr : 0.000010 	 RGB_PSNR : 32.712686 	 Y_PSNR : 34.726293 
089000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720318 	 Y_PSNR : 34.733813 
090000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717469 	 Y_PSNR : 34.730286 
091000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717708 	 Y_PSNR : 34.732536 
092000-count 	 lr : 0.000010 	 RGB_PSNR : 32.722514 	 Y_PSNR : 34.736655 
093000-count 	 lr : 0.000010 	 RGB_PSNR : 32.706839 	 Y_PSNR : 34.718944 
094000-count 	 lr : 0.000010 	 RGB_PSNR : 32.705041 	 Y_PSNR : 34.713998 
095000-count 	 lr : 0.000010 	 RGB_PSNR : 32.701432 	 Y_PSNR : 34.710692 
096000-count 	 lr : 0.000010 	 RGB_PSNR : 32.711680 	 Y_PSNR : 34.724344 
097000-count 	 lr : 0.000010 	 RGB_PSNR : 32.710237 	 Y_PSNR : 34.722498 
098000-count 	 lr : 0.000010 	 RGB_PSNR : 32.712968 	 Y_PSNR : 34.726842 
099000-count 	 lr : 0.000010 	 RGB_PSNR : 32.718119 	 Y_PSNR : 34.729694 
100000-count 	 lr : 0.000010 	 RGB_PSNR : 32.715030 	 Y_PSNR : 34.726086 
101000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719160 	 Y_PSNR : 34.732832 
102000-count 	 lr : 0.000010 	 RGB_PSNR : 32.721111 	 Y_PSNR : 34.736171 
103000-count 	 lr : 0.000010 	 RGB_PSNR : 32.712220 	 Y_PSNR : 34.724423 
104000-count 	 lr : 0.000010 	 RGB_PSNR : 32.727517 	 Y_PSNR : 34.742130 
105000-count 	 lr : 0.000010 	 RGB_PSNR : 32.726786 	 Y_PSNR : 34.740768 
106000-count 	 lr : 0.000010 	 RGB_PSNR : 32.728961 	 Y_PSNR : 34.741659 
107000-count 	 lr : 0.000010 	 RGB_PSNR : 32.708226 	 Y_PSNR : 34.720550 
108000-count 	 lr : 0.000010 	 RGB_PSNR : 32.716366 	 Y_PSNR : 34.729410 
109000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717343 	 Y_PSNR : 34.731070 
110000-count 	 lr : 0.000010 	 RGB_PSNR : 32.721217 	 Y_PSNR : 34.734855 
111000-count 	 lr : 0.000010 	 RGB_PSNR : 32.727012 	 Y_PSNR : 34.740914 
112000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719758 	 Y_PSNR : 34.734321 
113000-count 	 lr : 0.000010 	 RGB_PSNR : 32.737351 	 Y_PSNR : 34.754088 
114000-count 	 lr : 0.000010 	 RGB_PSNR : 32.723959 	 Y_PSNR : 34.737068 
115000-count 	 lr : 0.000010 	 RGB_PSNR : 32.730810 	 Y_PSNR : 34.746127 
116000-count 	 lr : 0.000010 	 RGB_PSNR : 32.722831 	 Y_PSNR : 34.736174 
117000-count 	 lr : 0.000010 	 RGB_PSNR : 32.741284 	 Y_PSNR : 34.759993 
118000-count 	 lr : 0.000010 	 RGB_PSNR : 32.723455 	 Y_PSNR : 34.738410 
119000-count 	 lr : 0.000010 	 RGB_PSNR : 32.739246 	 Y_PSNR : 34.756823 
120000-count 	 lr : 0.000010 	 RGB_PSNR : 32.714272 	 Y_PSNR : 34.728972 
121000-count 	 lr : 0.000010 	 RGB_PSNR : 32.733251 	 Y_PSNR : 34.748133 
122000-count 	 lr : 0.000010 	 RGB_PSNR : 32.733519 	 Y_PSNR : 34.748242 
123000-count 	 lr : 0.000010 	 RGB_PSNR : 32.739070 	 Y_PSNR : 34.754145 
124000-count 	 lr : 0.000010 	 RGB_PSNR : 32.734306 	 Y_PSNR : 34.745778 
125000-count 	 lr : 0.000010 	 RGB_PSNR : 32.739874 	 Y_PSNR : 34.756135 
126000-count 	 lr : 0.000010 	 RGB_PSNR : 32.733579 	 Y_PSNR : 34.748060 
127000-count 	 lr : 0.000010 	 RGB_PSNR : 32.741934 	 Y_PSNR : 34.756477 
128000-count 	 lr : 0.000010 	 RGB_PSNR : 32.734117 	 Y_PSNR : 34.748396 
129000-count 	 lr : 0.000010 	 RGB_PSNR : 32.741316 	 Y_PSNR : 34.755793 
130000-count 	 lr : 0.000010 	 RGB_PSNR : 32.728577 	 Y_PSNR : 34.741369 
131000-count 	 lr : 0.000010 	 RGB_PSNR : 32.735564 	 Y_PSNR : 34.750217 
132000-count 	 lr : 0.000010 	 RGB_PSNR : 32.731556 	 Y_PSNR : 34.745396 
133000-count 	 lr : 0.000010 	 RGB_PSNR : 32.734129 	 Y_PSNR : 34.750937 
134000-count 	 lr : 0.000010 	 RGB_PSNR : 32.737459 	 Y_PSNR : 34.752098 
135000-count 	 lr : 0.000010 	 RGB_PSNR : 32.721274 	 Y_PSNR : 34.735198 
136000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720176 	 Y_PSNR : 34.731662 
137000-count 	 lr : 0.000010 	 RGB_PSNR : 32.729807 	 Y_PSNR : 34.745562 
138000-count 	 lr : 0.000010 	 RGB_PSNR : 32.725208 	 Y_PSNR : 34.739787 
139000-count 	 lr : 0.000010 	 RGB_PSNR : 32.723704 	 Y_PSNR : 34.736787 
140000-count 	 lr : 0.000010 	 RGB_PSNR : 32.734494 	 Y_PSNR : 34.750871 
141000-count 	 lr : 0.000010 	 RGB_PSNR : 32.714386 	 Y_PSNR : 34.724990 
142000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720995 	 Y_PSNR : 34.733809 
143000-count 	 lr : 0.000010 	 RGB_PSNR : 32.730836 	 Y_PSNR : 34.745074 
144000-count 	 lr : 0.000010 	 RGB_PSNR : 32.731097 	 Y_PSNR : 34.747255 
145000-count 	 lr : 0.000010 	 RGB_PSNR : 32.727179 	 Y_PSNR : 34.739026 
146000-count 	 lr : 0.000010 	 RGB_PSNR : 32.733356 	 Y_PSNR : 34.746908 
147000-count 	 lr : 0.000010 	 RGB_PSNR : 32.721726 	 Y_PSNR : 34.731982 
148000-count 	 lr : 0.000010 	 RGB_PSNR : 32.738748 	 Y_PSNR : 34.753549 
149000-count 	 lr : 0.000010 	 RGB_PSNR : 32.723925 	 Y_PSNR : 34.733113 
150000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720686 	 Y_PSNR : 34.733839 
151000-count 	 lr : 0.000010 	 RGB_PSNR : 32.718487 	 Y_PSNR : 34.730845 
152000-count 	 lr : 0.000010 	 RGB_PSNR : 32.712690 	 Y_PSNR : 34.725395 
153000-count 	 lr : 0.000010 	 RGB_PSNR : 32.715778 	 Y_PSNR : 34.728781 
154000-count 	 lr : 0.000010 	 RGB_PSNR : 32.706632 	 Y_PSNR : 34.716722 
155000-count 	 lr : 0.000010 	 RGB_PSNR : 32.726598 	 Y_PSNR : 34.740613 
156000-count 	 lr : 0.000010 	 RGB_PSNR : 32.721259 	 Y_PSNR : 34.733869 
157000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717376 	 Y_PSNR : 34.727820 
158000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719458 	 Y_PSNR : 34.734408 
159000-count 	 lr : 0.000010 	 RGB_PSNR : 32.712986 	 Y_PSNR : 34.723692 
160000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719869 	 Y_PSNR : 34.731458 
161000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719151 	 Y_PSNR : 34.732029 
162000-count 	 lr : 0.000010 	 RGB_PSNR : 32.712414 	 Y_PSNR : 34.723463 
163000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717563 	 Y_PSNR : 34.730828 
164000-count 	 lr : 0.000010 	 RGB_PSNR : 32.728520 	 Y_PSNR : 34.740830 
165000-count 	 lr : 0.000010 	 RGB_PSNR : 32.703883 	 Y_PSNR : 34.711879 
166000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720999 	 Y_PSNR : 34.730417 
167000-count 	 lr : 0.000010 	 RGB_PSNR : 32.729259 	 Y_PSNR : 34.741257 
168000-count 	 lr : 0.000010 	 RGB_PSNR : 32.724041 	 Y_PSNR : 34.737452 
169000-count 	 lr : 0.000010 	 RGB_PSNR : 32.723030 	 Y_PSNR : 34.734108 
170000-count 	 lr : 0.000010 	 RGB_PSNR : 32.719229 	 Y_PSNR : 34.730787 
171000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720911 	 Y_PSNR : 34.732729 
172000-count 	 lr : 0.000010 	 RGB_PSNR : 32.708957 	 Y_PSNR : 34.720210 
173000-count 	 lr : 0.000010 	 RGB_PSNR : 32.714648 	 Y_PSNR : 34.725811 
174000-count 	 lr : 0.000010 	 RGB_PSNR : 32.723398 	 Y_PSNR : 34.733453 
175000-count 	 lr : 0.000010 	 RGB_PSNR : 32.715113 	 Y_PSNR : 34.724735 
176000-count 	 lr : 0.000010 	 RGB_PSNR : 32.720189 	 Y_PSNR : 34.735274 
177000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717862 	 Y_PSNR : 34.729378 
178000-count 	 lr : 0.000010 	 RGB_PSNR : 32.713789 	 Y_PSNR : 34.724214 
179000-count 	 lr : 0.000010 	 RGB_PSNR : 32.726598 	 Y_PSNR : 34.737348 
180000-count 	 lr : 0.000010 	 RGB_PSNR : 32.726323 	 Y_PSNR : 34.737556 
181000-count 	 lr : 0.000010 	 RGB_PSNR : 32.722458 	 Y_PSNR : 34.733694 
182000-count 	 lr : 0.000010 	 RGB_PSNR : 32.735103 	 Y_PSNR : 34.747326 
183000-count 	 lr : 0.000010 	 RGB_PSNR : 32.717557 	 Y_PSNR : 34.726762 
184000-count 	 lr : 0.000010 	 RGB_PSNR : 32.736070 	 Y_PSNR : 34.749618 
185000-count 	 lr : 0.000010 	 RGB_PSNR : 32.721057 	 Y_PSNR : 34.733333 
186000-count 	 lr : 0.000010 	 RGB_PSNR : 32.731548 	 Y_PSNR : 34.744380 
187000-count 	 lr : 0.000010 	 RGB_PSNR : 32.731203 	 Y_PSNR : 34.744888 
188000-count 	 lr : 0.000010 	 RGB_PSNR : 32.726736 	 Y_PSNR : 34.736434 
189000-count 	 lr : 0.000010 	 RGB_PSNR : 32.733378 	 Y_PSNR : 34.746816 
190000-count 	 lr : 0.000010 	 RGB_PSNR : 32.728118 	 Y_PSNR : 34.739953 
191000-count 	 lr : 0.000010 	 RGB_PSNR : 32.707339 	 Y_PSNR : 34.717233 
192000-count 	 lr : 0.000010 	 RGB_PSNR : 32.725483 	 Y_PSNR : 34.738147 
193000-count 	 lr : 0.000010 	 RGB_PSNR : 32.716592 	 Y_PSNR : 34.727598 
194000-count 	 lr : 0.000010 	 RGB_PSNR : 32.735831 	 Y_PSNR : 34.747726 
195000-count 	 lr : 0.000010 	 RGB_PSNR : 32.725215 	 Y_PSNR : 34.740630 
196000-count 	 lr : 0.000010 	 RGB_PSNR : 32.725074 	 Y_PSNR : 34.738568 
197000-count 	 lr : 0.000010 	 RGB_PSNR : 32.727928 	 Y_PSNR : 34.738216 
198000-count 	 lr : 0.000010 	 RGB_PSNR : 32.731872 	 Y_PSNR : 34.743354 
199000-count 	 lr : 0.000010 	 RGB_PSNR : 32.727120 	 Y_PSNR : 34.738342 
200000-count 	 lr : 0.000005 	 RGB_PSNR : 32.722317 	 Y_PSNR : 34.732642 
201000-count 	 lr : 0.000005 	 RGB_PSNR : 32.723104 	 Y_PSNR : 34.733582 
202000-count 	 lr : 0.000005 	 RGB_PSNR : 32.726524 	 Y_PSNR : 34.735919 
203000-count 	 lr : 0.000005 	 RGB_PSNR : 32.730985 	 Y_PSNR : 34.741891 
204000-count 	 lr : 0.000005 	 RGB_PSNR : 32.733969 	 Y_PSNR : 34.745841 
205000-count 	 lr : 0.000005 	 RGB_PSNR : 32.734259 	 Y_PSNR : 34.744895 
206000-count 	 lr : 0.000005 	 RGB_PSNR : 32.723914 	 Y_PSNR : 34.732476 
207000-count 	 lr : 0.000005 	 RGB_PSNR : 32.734213 	 Y_PSNR : 34.744484 
208000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736651 	 Y_PSNR : 34.748033 
209000-count 	 lr : 0.000005 	 RGB_PSNR : 32.739481 	 Y_PSNR : 34.751324 
210000-count 	 lr : 0.000005 	 RGB_PSNR : 32.741607 	 Y_PSNR : 34.753500 
211000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736861 	 Y_PSNR : 34.750510 
212000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731773 	 Y_PSNR : 34.744270 
213000-count 	 lr : 0.000005 	 RGB_PSNR : 32.735022 	 Y_PSNR : 34.747881 
214000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731359 	 Y_PSNR : 34.743667 
215000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736325 	 Y_PSNR : 34.748084 
216000-count 	 lr : 0.000005 	 RGB_PSNR : 32.738727 	 Y_PSNR : 34.752890 
217000-count 	 lr : 0.000005 	 RGB_PSNR : 32.727535 	 Y_PSNR : 34.739898 
218000-count 	 lr : 0.000005 	 RGB_PSNR : 32.737920 	 Y_PSNR : 34.751032 
219000-count 	 lr : 0.000005 	 RGB_PSNR : 32.740138 	 Y_PSNR : 34.754108 
220000-count 	 lr : 0.000005 	 RGB_PSNR : 32.739120 	 Y_PSNR : 34.752342 
221000-count 	 lr : 0.000005 	 RGB_PSNR : 32.740787 	 Y_PSNR : 34.753681 
222000-count 	 lr : 0.000005 	 RGB_PSNR : 32.729697 	 Y_PSNR : 34.742047 
223000-count 	 lr : 0.000005 	 RGB_PSNR : 32.734849 	 Y_PSNR : 34.747209 
224000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731812 	 Y_PSNR : 34.744577 
225000-count 	 lr : 0.000005 	 RGB_PSNR : 32.738133 	 Y_PSNR : 34.750934 
226000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736055 	 Y_PSNR : 34.747108 
227000-count 	 lr : 0.000005 	 RGB_PSNR : 32.727674 	 Y_PSNR : 34.738614 
228000-count 	 lr : 0.000005 	 RGB_PSNR : 32.729620 	 Y_PSNR : 34.741375 
229000-count 	 lr : 0.000005 	 RGB_PSNR : 32.732300 	 Y_PSNR : 34.743914 
230000-count 	 lr : 0.000005 	 RGB_PSNR : 32.732436 	 Y_PSNR : 34.745084 
231000-count 	 lr : 0.000005 	 RGB_PSNR : 32.721861 	 Y_PSNR : 34.733655 
232000-count 	 lr : 0.000005 	 RGB_PSNR : 32.740358 	 Y_PSNR : 34.754703 
233000-count 	 lr : 0.000005 	 RGB_PSNR : 32.737569 	 Y_PSNR : 34.751717 
234000-count 	 lr : 0.000005 	 RGB_PSNR : 32.741788 	 Y_PSNR : 34.754841 
235000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736642 	 Y_PSNR : 34.749777 
236000-count 	 lr : 0.000005 	 RGB_PSNR : 32.733938 	 Y_PSNR : 34.746267 
237000-count 	 lr : 0.000005 	 RGB_PSNR : 32.733579 	 Y_PSNR : 34.745179 
238000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736429 	 Y_PSNR : 34.748875 
239000-count 	 lr : 0.000005 	 RGB_PSNR : 32.724749 	 Y_PSNR : 34.736284 
240000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731667 	 Y_PSNR : 34.745367 
241000-count 	 lr : 0.000005 	 RGB_PSNR : 32.738688 	 Y_PSNR : 34.751418 
242000-count 	 lr : 0.000005 	 RGB_PSNR : 32.732860 	 Y_PSNR : 34.744849 
243000-count 	 lr : 0.000005 	 RGB_PSNR : 32.740177 	 Y_PSNR : 34.754003 
244000-count 	 lr : 0.000005 	 RGB_PSNR : 32.728295 	 Y_PSNR : 34.739797 
245000-count 	 lr : 0.000005 	 RGB_PSNR : 32.729338 	 Y_PSNR : 34.741504 
246000-count 	 lr : 0.000005 	 RGB_PSNR : 32.735137 	 Y_PSNR : 34.748360 
247000-count 	 lr : 0.000005 	 RGB_PSNR : 32.728644 	 Y_PSNR : 34.741400 
248000-count 	 lr : 0.000005 	 RGB_PSNR : 32.725888 	 Y_PSNR : 34.737664 
249000-count 	 lr : 0.000005 	 RGB_PSNR : 32.726760 	 Y_PSNR : 34.738545 
250000-count 	 lr : 0.000005 	 RGB_PSNR : 32.725117 	 Y_PSNR : 34.735480 
251000-count 	 lr : 0.000005 	 RGB_PSNR : 32.726652 	 Y_PSNR : 34.738393 
252000-count 	 lr : 0.000005 	 RGB_PSNR : 32.727610 	 Y_PSNR : 34.738769 
253000-count 	 lr : 0.000005 	 RGB_PSNR : 32.729549 	 Y_PSNR : 34.741493 
254000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736147 	 Y_PSNR : 34.750006 
255000-count 	 lr : 0.000005 	 RGB_PSNR : 32.737211 	 Y_PSNR : 34.750089 
256000-count 	 lr : 0.000005 	 RGB_PSNR : 32.734898 	 Y_PSNR : 34.748852 
257000-count 	 lr : 0.000005 	 RGB_PSNR : 32.736184 	 Y_PSNR : 34.748011 
258000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731519 	 Y_PSNR : 34.744234 
259000-count 	 lr : 0.000005 	 RGB_PSNR : 32.735097 	 Y_PSNR : 34.747333 
260000-count 	 lr : 0.000005 	 RGB_PSNR : 32.737948 	 Y_PSNR : 34.751038 
261000-count 	 lr : 0.000005 	 RGB_PSNR : 32.737308 	 Y_PSNR : 34.749263 
262000-count 	 lr : 0.000005 	 RGB_PSNR : 32.743554 	 Y_PSNR : 34.756900 
263000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731670 	 Y_PSNR : 34.743052 
264000-count 	 lr : 0.000005 	 RGB_PSNR : 32.735040 	 Y_PSNR : 34.747913 
265000-count 	 lr : 0.000005 	 RGB_PSNR : 32.734785 	 Y_PSNR : 34.747228 
266000-count 	 lr : 0.000005 	 RGB_PSNR : 32.735885 	 Y_PSNR : 34.749068 
267000-count 	 lr : 0.000005 	 RGB_PSNR : 32.734804 	 Y_PSNR : 34.745214 
268000-count 	 lr : 0.000005 	 RGB_PSNR : 32.740919 	 Y_PSNR : 34.753354 
269000-count 	 lr : 0.000005 	 RGB_PSNR : 32.729541 	 Y_PSNR : 34.740807 
270000-count 	 lr : 0.000005 	 RGB_PSNR : 32.732537 	 Y_PSNR : 34.743570 
271000-count 	 lr : 0.000005 	 RGB_PSNR : 32.729166 	 Y_PSNR : 34.741177 
272000-count 	 lr : 0.000005 	 RGB_PSNR : 32.730710 	 Y_PSNR : 34.743955 
273000-count 	 lr : 0.000005 	 RGB_PSNR : 32.737926 	 Y_PSNR : 34.750660 
274000-count 	 lr : 0.000005 	 RGB_PSNR : 32.732616 	 Y_PSNR : 34.744504 
275000-count 	 lr : 0.000005 	 RGB_PSNR : 32.724109 	 Y_PSNR : 34.735005 
276000-count 	 lr : 0.000005 	 RGB_PSNR : 32.737015 	 Y_PSNR : 34.750043 
277000-count 	 lr : 0.000005 	 RGB_PSNR : 32.729379 	 Y_PSNR : 34.741452 
278000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731349 	 Y_PSNR : 34.741953 
279000-count 	 lr : 0.000005 	 RGB_PSNR : 32.731295 	 Y_PSNR : 34.744303 
