scale : 4 	 n_feats : 64 	 n_RG : 10 	 n_RCAB : 20 
280000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631718 	 Y_PSNR : 32.563515 
281000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635167 	 Y_PSNR : 32.567744 
282000-count 	 lr : 0.000005 	 RGB_PSNR : 30.629288 	 Y_PSNR : 32.561671 
283000-count 	 lr : 0.000005 	 RGB_PSNR : 30.639040 	 Y_PSNR : 32.572145 
284000-count 	 lr : 0.000005 	 RGB_PSNR : 30.634536 	 Y_PSNR : 32.563371 
285000-count 	 lr : 0.000005 	 RGB_PSNR : 30.630541 	 Y_PSNR : 32.560438 
286000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637626 	 Y_PSNR : 32.570664 
287000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636191 	 Y_PSNR : 32.566753 
288000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631459 	 Y_PSNR : 32.562494 
289000-count 	 lr : 0.000005 	 RGB_PSNR : 30.639011 	 Y_PSNR : 32.570116 
290000-count 	 lr : 0.000005 	 RGB_PSNR : 30.644966 	 Y_PSNR : 32.577607 
291000-count 	 lr : 0.000005 	 RGB_PSNR : 30.633524 	 Y_PSNR : 32.564310 
292000-count 	 lr : 0.000005 	 RGB_PSNR : 30.639143 	 Y_PSNR : 32.570026 
293000-count 	 lr : 0.000005 	 RGB_PSNR : 30.627671 	 Y_PSNR : 32.557564 
294000-count 	 lr : 0.000005 	 RGB_PSNR : 30.619348 	 Y_PSNR : 32.546601 
295000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632622 	 Y_PSNR : 32.559625 
296000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636754 	 Y_PSNR : 32.566885 
297000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636033 	 Y_PSNR : 32.565278 
298000-count 	 lr : 0.000005 	 RGB_PSNR : 30.629362 	 Y_PSNR : 32.559802 
299000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635616 	 Y_PSNR : 32.566522 
300000-count 	 lr : 0.000005 	 RGB_PSNR : 30.628820 	 Y_PSNR : 32.555359 
301000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632596 	 Y_PSNR : 32.562039 
302000-count 	 lr : 0.000005 	 RGB_PSNR : 30.644457 	 Y_PSNR : 32.577054 
303000-count 	 lr : 0.000005 	 RGB_PSNR : 30.642452 	 Y_PSNR : 32.573603 
304000-count 	 lr : 0.000005 	 RGB_PSNR : 30.645109 	 Y_PSNR : 32.576344 
305000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631620 	 Y_PSNR : 32.561507 
306000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631785 	 Y_PSNR : 32.559305 
307000-count 	 lr : 0.000005 	 RGB_PSNR : 30.640841 	 Y_PSNR : 32.571242 
308000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637922 	 Y_PSNR : 32.568095 
309000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635278 	 Y_PSNR : 32.564458 
310000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636350 	 Y_PSNR : 32.566073 
311000-count 	 lr : 0.000005 	 RGB_PSNR : 30.626131 	 Y_PSNR : 32.556268 
312000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635311 	 Y_PSNR : 32.568825 
313000-count 	 lr : 0.000005 	 RGB_PSNR : 30.638824 	 Y_PSNR : 32.570938 
314000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631421 	 Y_PSNR : 32.560787 
315000-count 	 lr : 0.000005 	 RGB_PSNR : 30.633401 	 Y_PSNR : 32.564303 
316000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635862 	 Y_PSNR : 32.569154 
317000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632981 	 Y_PSNR : 32.562319 
318000-count 	 lr : 0.000005 	 RGB_PSNR : 30.642119 	 Y_PSNR : 32.574579 
319000-count 	 lr : 0.000005 	 RGB_PSNR : 30.647463 	 Y_PSNR : 32.579992 
320000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631590 	 Y_PSNR : 32.561019 
321000-count 	 lr : 0.000005 	 RGB_PSNR : 30.640259 	 Y_PSNR : 32.571994 
322000-count 	 lr : 0.000005 	 RGB_PSNR : 30.624227 	 Y_PSNR : 32.554311 
323000-count 	 lr : 0.000005 	 RGB_PSNR : 30.630238 	 Y_PSNR : 32.562123 
324000-count 	 lr : 0.000005 	 RGB_PSNR : 30.641750 	 Y_PSNR : 32.571456 
325000-count 	 lr : 0.000005 	 RGB_PSNR : 30.646198 	 Y_PSNR : 32.576505 
326000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632842 	 Y_PSNR : 32.565014 
327000-count 	 lr : 0.000005 	 RGB_PSNR : 30.644378 	 Y_PSNR : 32.579009 
328000-count 	 lr : 0.000005 	 RGB_PSNR : 30.646658 	 Y_PSNR : 32.580087 
329000-count 	 lr : 0.000005 	 RGB_PSNR : 30.649443 	 Y_PSNR : 32.582102 
330000-count 	 lr : 0.000005 	 RGB_PSNR : 30.651701 	 Y_PSNR : 32.583921 
331000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637363 	 Y_PSNR : 32.569033 
332000-count 	 lr : 0.000005 	 RGB_PSNR : 30.642997 	 Y_PSNR : 32.574377 
333000-count 	 lr : 0.000005 	 RGB_PSNR : 30.634001 	 Y_PSNR : 32.563036 
334000-count 	 lr : 0.000005 	 RGB_PSNR : 30.630219 	 Y_PSNR : 32.558119 
335000-count 	 lr : 0.000005 	 RGB_PSNR : 30.639406 	 Y_PSNR : 32.568659 
336000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637970 	 Y_PSNR : 32.568915 
337000-count 	 lr : 0.000005 	 RGB_PSNR : 30.633401 	 Y_PSNR : 32.563618 
338000-count 	 lr : 0.000005 	 RGB_PSNR : 30.622948 	 Y_PSNR : 32.552374 
339000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636276 	 Y_PSNR : 32.566237 
340000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631808 	 Y_PSNR : 32.559989 
341000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632704 	 Y_PSNR : 32.565807 
342000-count 	 lr : 0.000005 	 RGB_PSNR : 30.630530 	 Y_PSNR : 32.560723 
343000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635361 	 Y_PSNR : 32.566289 
344000-count 	 lr : 0.000005 	 RGB_PSNR : 30.638114 	 Y_PSNR : 32.570874 
345000-count 	 lr : 0.000005 	 RGB_PSNR : 30.629577 	 Y_PSNR : 32.559214 
346000-count 	 lr : 0.000005 	 RGB_PSNR : 30.638428 	 Y_PSNR : 32.569655 
347000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632572 	 Y_PSNR : 32.563340 
348000-count 	 lr : 0.000005 	 RGB_PSNR : 30.628967 	 Y_PSNR : 32.559351 
349000-count 	 lr : 0.000005 	 RGB_PSNR : 30.625822 	 Y_PSNR : 32.557389 
350000-count 	 lr : 0.000005 	 RGB_PSNR : 30.630370 	 Y_PSNR : 32.562106 
351000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632744 	 Y_PSNR : 32.561305 
352000-count 	 lr : 0.000005 	 RGB_PSNR : 30.627779 	 Y_PSNR : 32.557131 
353000-count 	 lr : 0.000005 	 RGB_PSNR : 30.622792 	 Y_PSNR : 32.551513 
354000-count 	 lr : 0.000005 	 RGB_PSNR : 30.628951 	 Y_PSNR : 32.556335 
355000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632978 	 Y_PSNR : 32.563735 
356000-count 	 lr : 0.000005 	 RGB_PSNR : 30.623649 	 Y_PSNR : 32.548198 
357000-count 	 lr : 0.000005 	 RGB_PSNR : 30.628535 	 Y_PSNR : 32.555127 
358000-count 	 lr : 0.000005 	 RGB_PSNR : 30.630065 	 Y_PSNR : 32.558024 
359000-count 	 lr : 0.000005 	 RGB_PSNR : 30.625675 	 Y_PSNR : 32.553287 
360000-count 	 lr : 0.000005 	 RGB_PSNR : 30.640059 	 Y_PSNR : 32.567809 
361000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636203 	 Y_PSNR : 32.565318 
362000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637714 	 Y_PSNR : 32.567115 
363000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632128 	 Y_PSNR : 32.560114 
364000-count 	 lr : 0.000005 	 RGB_PSNR : 30.640972 	 Y_PSNR : 32.571148 
365000-count 	 lr : 0.000005 	 RGB_PSNR : 30.638983 	 Y_PSNR : 32.569793 
366000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637482 	 Y_PSNR : 32.566959 
367000-count 	 lr : 0.000005 	 RGB_PSNR : 30.643643 	 Y_PSNR : 32.573712 
368000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636422 	 Y_PSNR : 32.567406 
369000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637155 	 Y_PSNR : 32.567969 
370000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631138 	 Y_PSNR : 32.560483 
371000-count 	 lr : 0.000005 	 RGB_PSNR : 30.638796 	 Y_PSNR : 32.566334 
372000-count 	 lr : 0.000005 	 RGB_PSNR : 30.640551 	 Y_PSNR : 32.568933 
373000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632027 	 Y_PSNR : 32.559203 
374000-count 	 lr : 0.000005 	 RGB_PSNR : 30.640041 	 Y_PSNR : 32.570914 
375000-count 	 lr : 0.000005 	 RGB_PSNR : 30.638146 	 Y_PSNR : 32.566213 
376000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635293 	 Y_PSNR : 32.560955 
377000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631450 	 Y_PSNR : 32.559280 
378000-count 	 lr : 0.000005 	 RGB_PSNR : 30.641471 	 Y_PSNR : 32.572507 
379000-count 	 lr : 0.000005 	 RGB_PSNR : 30.646596 	 Y_PSNR : 32.576836 
380000-count 	 lr : 0.000005 	 RGB_PSNR : 30.646136 	 Y_PSNR : 32.576169 
381000-count 	 lr : 0.000005 	 RGB_PSNR : 30.642083 	 Y_PSNR : 32.573850 
382000-count 	 lr : 0.000005 	 RGB_PSNR : 30.641885 	 Y_PSNR : 32.572472 
383000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631694 	 Y_PSNR : 32.561121 
384000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631452 	 Y_PSNR : 32.559403 
385000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636645 	 Y_PSNR : 32.567380 
386000-count 	 lr : 0.000005 	 RGB_PSNR : 30.643397 	 Y_PSNR : 32.575436 
387000-count 	 lr : 0.000005 	 RGB_PSNR : 30.636870 	 Y_PSNR : 32.567897 
388000-count 	 lr : 0.000005 	 RGB_PSNR : 30.647714 	 Y_PSNR : 32.580232 
389000-count 	 lr : 0.000005 	 RGB_PSNR : 30.634115 	 Y_PSNR : 32.565507 
390000-count 	 lr : 0.000005 	 RGB_PSNR : 30.643095 	 Y_PSNR : 32.575848 
391000-count 	 lr : 0.000005 	 RGB_PSNR : 30.637635 	 Y_PSNR : 32.568408 
392000-count 	 lr : 0.000005 	 RGB_PSNR : 30.633429 	 Y_PSNR : 32.561044 
393000-count 	 lr : 0.000005 	 RGB_PSNR : 30.632583 	 Y_PSNR : 32.561530 
394000-count 	 lr : 0.000005 	 RGB_PSNR : 30.638646 	 Y_PSNR : 32.568670 
395000-count 	 lr : 0.000005 	 RGB_PSNR : 30.635880 	 Y_PSNR : 32.564651 
396000-count 	 lr : 0.000005 	 RGB_PSNR : 30.634792 	 Y_PSNR : 32.566121 
397000-count 	 lr : 0.000005 	 RGB_PSNR : 30.630842 	 Y_PSNR : 32.560801 
398000-count 	 lr : 0.000005 	 RGB_PSNR : 30.627292 	 Y_PSNR : 32.553608 
399000-count 	 lr : 0.000005 	 RGB_PSNR : 30.631484 	 Y_PSNR : 32.558098 
400000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629806 	 Y_PSNR : 32.558151 
401000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632789 	 Y_PSNR : 32.560212 
402000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629354 	 Y_PSNR : 32.556045 
403000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633414 	 Y_PSNR : 32.562587 
404000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630793 	 Y_PSNR : 32.559674 
405000-count 	 lr : 0.000002 	 RGB_PSNR : 30.627692 	 Y_PSNR : 32.555144 
406000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631846 	 Y_PSNR : 32.561008 
407000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629830 	 Y_PSNR : 32.558230 
408000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629840 	 Y_PSNR : 32.558562 
409000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631241 	 Y_PSNR : 32.559385 
410000-count 	 lr : 0.000002 	 RGB_PSNR : 30.626363 	 Y_PSNR : 32.556365 
411000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630630 	 Y_PSNR : 32.560172 
412000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629738 	 Y_PSNR : 32.557228 
413000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629381 	 Y_PSNR : 32.555743 
414000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632969 	 Y_PSNR : 32.561242 
415000-count 	 lr : 0.000002 	 RGB_PSNR : 30.624336 	 Y_PSNR : 32.552110 
416000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630893 	 Y_PSNR : 32.559660 
417000-count 	 lr : 0.000002 	 RGB_PSNR : 30.625867 	 Y_PSNR : 32.552906 
418000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635089 	 Y_PSNR : 32.564439 
419000-count 	 lr : 0.000002 	 RGB_PSNR : 30.622463 	 Y_PSNR : 32.549036 
420000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635149 	 Y_PSNR : 32.562629 
421000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634011 	 Y_PSNR : 32.561692 
422000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633910 	 Y_PSNR : 32.562516 
423000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633211 	 Y_PSNR : 32.561751 
424000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634710 	 Y_PSNR : 32.564069 
425000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635189 	 Y_PSNR : 32.562029 
426000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631637 	 Y_PSNR : 32.560419 
427000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639732 	 Y_PSNR : 32.568599 
428000-count 	 lr : 0.000002 	 RGB_PSNR : 30.640074 	 Y_PSNR : 32.568963 
429000-count 	 lr : 0.000002 	 RGB_PSNR : 30.640093 	 Y_PSNR : 32.569466 
430000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632766 	 Y_PSNR : 32.559867 
431000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639308 	 Y_PSNR : 32.567721 
432000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630932 	 Y_PSNR : 32.558366 
433000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636312 	 Y_PSNR : 32.564642 
434000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635709 	 Y_PSNR : 32.563226 
435000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638275 	 Y_PSNR : 32.566778 
436000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639738 	 Y_PSNR : 32.569963 
437000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632123 	 Y_PSNR : 32.559213 
438000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635257 	 Y_PSNR : 32.561496 
439000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632354 	 Y_PSNR : 32.558772 
440000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630059 	 Y_PSNR : 32.558452 
441000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634737 	 Y_PSNR : 32.563370 
442000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634921 	 Y_PSNR : 32.564978 
443000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636401 	 Y_PSNR : 32.563612 
444000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635023 	 Y_PSNR : 32.562544 
445000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633153 	 Y_PSNR : 32.561235 
446000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638905 	 Y_PSNR : 32.567562 
447000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635112 	 Y_PSNR : 32.562901 
448000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635650 	 Y_PSNR : 32.563538 
449000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637530 	 Y_PSNR : 32.565944 
450000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637095 	 Y_PSNR : 32.564971 
451000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637458 	 Y_PSNR : 32.565069 
452000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637339 	 Y_PSNR : 32.564953 
453000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638011 	 Y_PSNR : 32.566536 
454000-count 	 lr : 0.000002 	 RGB_PSNR : 30.642128 	 Y_PSNR : 32.571596 
455000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639597 	 Y_PSNR : 32.566862 
456000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637614 	 Y_PSNR : 32.564429 
457000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639933 	 Y_PSNR : 32.567972 
458000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632230 	 Y_PSNR : 32.559525 
459000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634945 	 Y_PSNR : 32.561774 
460000-count 	 lr : 0.000002 	 RGB_PSNR : 30.641471 	 Y_PSNR : 32.570478 
461000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636704 	 Y_PSNR : 32.564589 
462000-count 	 lr : 0.000002 	 RGB_PSNR : 30.641488 	 Y_PSNR : 32.568401 
463000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639107 	 Y_PSNR : 32.567548 
464000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637617 	 Y_PSNR : 32.566162 
465000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634181 	 Y_PSNR : 32.562287 
466000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633921 	 Y_PSNR : 32.561387 
467000-count 	 lr : 0.000002 	 RGB_PSNR : 30.625771 	 Y_PSNR : 32.552773 
468000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630022 	 Y_PSNR : 32.557318 
469000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637897 	 Y_PSNR : 32.566043 
470000-count 	 lr : 0.000002 	 RGB_PSNR : 30.641475 	 Y_PSNR : 32.569482 
471000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635784 	 Y_PSNR : 32.564909 
472000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633493 	 Y_PSNR : 32.560541 
473000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638048 	 Y_PSNR : 32.566837 
474000-count 	 lr : 0.000002 	 RGB_PSNR : 30.628665 	 Y_PSNR : 32.556531 
475000-count 	 lr : 0.000002 	 RGB_PSNR : 30.641616 	 Y_PSNR : 32.570959 
476000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636046 	 Y_PSNR : 32.563460 
477000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638256 	 Y_PSNR : 32.564855 
478000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634474 	 Y_PSNR : 32.561748 
479000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634744 	 Y_PSNR : 32.562439 
480000-count 	 lr : 0.000002 	 RGB_PSNR : 30.627238 	 Y_PSNR : 32.554465 
481000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634506 	 Y_PSNR : 32.562075 
482000-count 	 lr : 0.000002 	 RGB_PSNR : 30.640095 	 Y_PSNR : 32.567836 
483000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636254 	 Y_PSNR : 32.563768 
484000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634140 	 Y_PSNR : 32.561444 
485000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636275 	 Y_PSNR : 32.562669 
486000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639458 	 Y_PSNR : 32.567591 
487000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634605 	 Y_PSNR : 32.563799 
488000-count 	 lr : 0.000002 	 RGB_PSNR : 30.626244 	 Y_PSNR : 32.551059 
489000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635718 	 Y_PSNR : 32.563065 
490000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639078 	 Y_PSNR : 32.567491 
491000-count 	 lr : 0.000002 	 RGB_PSNR : 30.640920 	 Y_PSNR : 32.569480 
492000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629801 	 Y_PSNR : 32.556207 
493000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634241 	 Y_PSNR : 32.559651 
494000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637465 	 Y_PSNR : 32.565564 
495000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635314 	 Y_PSNR : 32.561827 
496000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639154 	 Y_PSNR : 32.565507 
497000-count 	 lr : 0.000002 	 RGB_PSNR : 30.640063 	 Y_PSNR : 32.567318 
498000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632095 	 Y_PSNR : 32.557605 
499000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635555 	 Y_PSNR : 32.561929 
500000-count 	 lr : 0.000002 	 RGB_PSNR : 30.640985 	 Y_PSNR : 32.568362 
501000-count 	 lr : 0.000002 	 RGB_PSNR : 30.640645 	 Y_PSNR : 32.568787 
502000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637364 	 Y_PSNR : 32.564873 
503000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637717 	 Y_PSNR : 32.564403 
504000-count 	 lr : 0.000002 	 RGB_PSNR : 30.643140 	 Y_PSNR : 32.571034 
505000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638736 	 Y_PSNR : 32.567217 
506000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639573 	 Y_PSNR : 32.566594 
507000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632053 	 Y_PSNR : 32.558812 
508000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636437 	 Y_PSNR : 32.563131 
509000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635565 	 Y_PSNR : 32.561435 
510000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636200 	 Y_PSNR : 32.562617 
511000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637447 	 Y_PSNR : 32.563064 
512000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636622 	 Y_PSNR : 32.563517 
513000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636792 	 Y_PSNR : 32.562969 
514000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638053 	 Y_PSNR : 32.565011 
515000-count 	 lr : 0.000002 	 RGB_PSNR : 30.646223 	 Y_PSNR : 32.573240 
516000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638403 	 Y_PSNR : 32.564496 
517000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639976 	 Y_PSNR : 32.566696 
518000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634275 	 Y_PSNR : 32.560772 
519000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636509 	 Y_PSNR : 32.562901 
520000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634362 	 Y_PSNR : 32.561331 
521000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633042 	 Y_PSNR : 32.559185 
522000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631198 	 Y_PSNR : 32.557235 
523000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631470 	 Y_PSNR : 32.558249 
524000-count 	 lr : 0.000002 	 RGB_PSNR : 30.628604 	 Y_PSNR : 32.555827 
525000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637028 	 Y_PSNR : 32.564256 
526000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636251 	 Y_PSNR : 32.563304 
527000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634136 	 Y_PSNR : 32.562334 
528000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635761 	 Y_PSNR : 32.563039 
529000-count 	 lr : 0.000002 	 RGB_PSNR : 30.642468 	 Y_PSNR : 32.569647 
530000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633595 	 Y_PSNR : 32.560543 
531000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638897 	 Y_PSNR : 32.567173 
532000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635246 	 Y_PSNR : 32.562663 
533000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635113 	 Y_PSNR : 32.561660 
534000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634756 	 Y_PSNR : 32.563071 
535000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632592 	 Y_PSNR : 32.560588 
536000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636960 	 Y_PSNR : 32.566624 
537000-count 	 lr : 0.000002 	 RGB_PSNR : 30.639556 	 Y_PSNR : 32.567167 
538000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635682 	 Y_PSNR : 32.565018 
539000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638243 	 Y_PSNR : 32.566247 
540000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634759 	 Y_PSNR : 32.562254 
541000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631004 	 Y_PSNR : 32.557623 
542000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635395 	 Y_PSNR : 32.563067 
543000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629573 	 Y_PSNR : 32.557619 
544000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636493 	 Y_PSNR : 32.565626 
545000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630390 	 Y_PSNR : 32.558273 
546000-count 	 lr : 0.000002 	 RGB_PSNR : 30.628693 	 Y_PSNR : 32.556646 
547000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634374 	 Y_PSNR : 32.563228 
548000-count 	 lr : 0.000002 	 RGB_PSNR : 30.628909 	 Y_PSNR : 32.556173 
549000-count 	 lr : 0.000002 	 RGB_PSNR : 30.627513 	 Y_PSNR : 32.553161 
550000-count 	 lr : 0.000002 	 RGB_PSNR : 30.627343 	 Y_PSNR : 32.553480 
551000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634068 	 Y_PSNR : 32.560502 
552000-count 	 lr : 0.000002 	 RGB_PSNR : 30.642005 	 Y_PSNR : 32.569191 
553000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636920 	 Y_PSNR : 32.564294 
554000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635125 	 Y_PSNR : 32.563495 
555000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636155 	 Y_PSNR : 32.563287 
556000-count 	 lr : 0.000002 	 RGB_PSNR : 30.645466 	 Y_PSNR : 32.572966 
557000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638264 	 Y_PSNR : 32.565305 
558000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635299 	 Y_PSNR : 32.563119 
